scraped_at,league,team,team_code,registration,number,player,position_group,position_group_en,birthdate,age,height_cm,weight_kg,throws,throws_en,bats,bats_en,notes
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,92,マルティネス,投手,Pitcher,1996.10.11,29,193,93,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,97,井上 温大,投手,Pitcher,2001.05.13,24,176,86,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,10,甲斐 拓也,捕手,Catcher,1992.11.05,33,170,87,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,22,小林 誠司,捕手,Catcher,1989.06.07,36,178,86,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,24,大城 卓三,捕手,Catcher,1993.02.11,33,187,97,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,27,岸田 行倫,捕手,Catcher,1996.10.10,29,176,90,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,37,郡 拓也,捕手,Catcher,1998.04.25,28,179,88,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,67,山瀬 慎之助,捕手,Catcher,2001.05.04,24,177,89,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,00,湯浅 大,内野手,Infielder,2000.01.24,26,172,73,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,0,増田 大輝,内野手,Infielder,1993.07.29,32,172,71,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,2,吉川 尚輝,内野手,Infielder,1995.02.08,31,177,82,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,5,門脇 誠,内野手,Infielder,2001.01.24,25,172,75,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,6,坂本 勇人,内野手,Infielder,1988.12.14,37,186,86,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,23,石塚 裕惺,内野手,Infielder,2006.04.06,20,182,94,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,29,ダルベック,内野手,Infielder,1995.06.29,30,191,102,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,32,浦田 俊輔,内野手,Infielder,2002.08.30,23,171,67,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,33,小濱 佑斗,内野手,Infielder,2001.10.05,24,180,86,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,35,泉口 友汰,内野手,Infielder,1999.05.17,26,178,84,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,52,リチャード,内野手,Infielder,1999.06.18,26,189,120,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,60,荒巻 悠,内野手,Infielder,2002.12.23,23,184,100,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,61,増田 陸,内野手,Infielder,2000.06.17,25,179,92,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,68,宇都宮 葵星,内野手,Infielder,2004.06.23,21,175,70,右,R,左,L,3/24 育成選手から支配下選手へ移行
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,69,平山 功太,内野手,Infielder,2004.03.16,22,185,82,右,R,右,R,4/6 育成選手から支配下選手へ移行
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,99,藤井 健翔,内野手,Infielder,2007.08.15,18,181,96,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,8,丸 佳浩,外野手,Outfielder,1989.04.11,37,177,94,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,9,松本 剛,外野手,Outfielder,1993.08.11,32,180,83,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,12,萩尾 匡也,外野手,Outfielder,2000.12.28,25,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,13,キャベッジ,外野手,Outfielder,1997.05.03,28,188,92,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,38,岡田 悠希,外野手,Outfielder,2000.01.19,26,184,86,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,39,皆川 岳飛,外野手,Outfielder,2003.04.30,23,182,88,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,40,中山 礼都,外野手,Outfielder,2002.04.12,24,182,90,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,44,佐々木 俊輔,外野手,Outfielder,1999.11.06,26,174,80,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,51,浅野 翔吾,外野手,Outfielder,2004.11.24,21,172,89,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,59,若林 楽人,外野手,Outfielder,1998.04.13,28,178,83,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,96,三塚 琉生,外野手,Outfielder,2004.05.10,21,182,93,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,011,冨重 英二郎,投手,Pitcher,2001.06.01,24,178,82,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,012,林 燦,投手,Pitcher,2003.04.22,23,183,85,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,014,堀江 正太郎,投手,Pitcher,2006.10.08,19,187,96,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,015,鈴木 圭晋,投手,Pitcher,2006.07.09,19,183,89,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,016,千葉 隆広,投手,Pitcher,2005.05.15,20,174,85,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,018,木下 幹也,投手,Pitcher,2002.05.01,24,186,100,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,019,園田 純規,投手,Pitcher,2005.07.07,20,184,80,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,021,松井 颯,投手,Pitcher,2000.09.14,25,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,023,田村 朋輝,投手,Pitcher,2004.04.06,22,184,88,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,026,吉村 優聖歩,投手,Pitcher,2004.12.08,21,181,84,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,028,富田 龍,投手,Pitcher,1999.11.11,26,179,85,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,029,西川 歩,投手,Pitcher,2006.11.15,19,169,78,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,030,吹田 志道,投手,Pitcher,2007.02.21,19,189,92,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,034,森本 哲星,投手,Pitcher,2004.09.03,21,176,79,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,041,黄 錦豪,投手,Pitcher,2005.12.04,20,184,77,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,042,グズマン,投手,Pitcher,2006.12.30,19,189,90,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,047,河野 優作,投手,Pitcher,2003.07.03,22,180,90,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,050,板東 湧梧,投手,Pitcher,1995.12.27,30,182,78,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,063,花田 侑樹,投手,Pitcher,2003.06.25,22,181,78,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,068,代木 大和,投手,Pitcher,2003.09.08,22,184,100,左,L,左,L,3/31 ハヤテへ派遣（3/31～6/30）
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,077,石田 隼都,投手,Pitcher,2003.04.05,23,183,92,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,090,石田 充冴,投手,Pitcher,2006.07.21,19,192,90,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,099,京本 眞,投手,Pitcher,2004.02.06,22,190,91,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,006,松井 蓮太朗,捕手,Catcher,2007.08.03,18,176,79,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,020,喜多 隆介,捕手,Catcher,1998.08.25,27,179,93,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,022,亀田 啓太,捕手,Catcher,1999.04.09,27,185,97,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,024,坂本 達也,捕手,Catcher,2002.08.31,23,173,76,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,002,中田 歩夢,内野手,Infielder,2004.06.27,21,172,77,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,004,村山 源,内野手,Infielder,2005.06.27,20,180,73,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,005,田上 優弥,内野手,Infielder,2005.06.08,20,180,90,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,025,竹下 徠空,内野手,Infielder,2006.11.12,19,183,115,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,027,北村 流音,内野手,Infielder,2005.02.20,21,174,78,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,067,川原田 純平,内野手,Infielder,2002.05.21,23,168,70,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,001,鈴木 大和,外野手,Outfielder,1999.04.27,27,173,73,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,003,知念 大成,外野手,Outfielder,2000.04.27,26,181,85,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,008,相澤 白虎,外野手,Outfielder,2004.05.28,21,178,84,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,013,ティマ,外野手,Outfielder,2004.09.25,21,194,106,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,049,フェリス,外野手,Outfielder,2002.09.07,23,200,127,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,development,069,笹原 操希,外野手,Outfielder,2004.02.09,22,180,86,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,11,中西 聖輝,投手,Pitcher,2003.12.18,22,182,92,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,13,橋本 侑樹,投手,Pitcher,1998.01.08,28,180,80,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,14,草加 勝,投手,Pitcher,2001.11.21,24,182,77,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,16,櫻井 頼之介,投手,Pitcher,2003.07.21,22,175,68,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,17,柳 裕也,投手,Pitcher,1994.04.22,32,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,19,髙橋 宏斗,投手,Pitcher,2002.08.09,23,186,86,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,20,涌井 秀章,投手,Pitcher,1986.06.21,39,185,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,21,金丸 夢斗,投手,Pitcher,2003.02.01,23,177,78,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,22,大野 雄大,投手,Pitcher,1988.09.26,37,184,85,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,26,仲地 礼亜,投手,Pitcher,2001.02.15,25,177,83,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,28,アブレウ,投手,Pitcher,1995.09.26,30,188,94,右,R,左,L,1/30 支配下選手登録
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,29,松木平 優太,投手,Pitcher,2003.02.24,23,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,30,根尾 昂,投手,Pitcher,2000.04.19,26,177,85,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,32,伊藤 茉央,投手,Pitcher,2000.11.19,25,176,83,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,33,杉浦 稔大,投手,Pitcher,1992.02.25,34,190,90,右,R,右,R,4/14 日本ハムより移籍
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,34,福 敬登,投手,Pitcher,1992.06.16,33,181,98,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,36,福田 幸之介,投手,Pitcher,2005.08.11,20,182,88,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,38,松葉 貴大,投手,Pitcher,1990.08.14,35,179,82,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,41,勝野 昌慶,投手,Pitcher,1997.06.12,28,183,95,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,46,梅野 雄吾,投手,Pitcher,1999.01.13,27,177,90,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,47,吉田 聖弥,投手,Pitcher,2002.05.23,23,177,81,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,50,清水 達也,投手,Pitcher,1999.11.03,26,185,93,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,52,篠﨑 国忠,投手,Pitcher,2005.06.12,20,193,105,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,54,藤嶋 健人,投手,Pitcher,1998.05.08,27,177,90,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,59,齋藤 綱記,投手,Pitcher,1996.12.18,29,182,92,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,61,高橋 幸佑,投手,Pitcher,2006.12.31,19,178,87,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,64,有馬 惠叶,投手,Pitcher,2006.09.20,19,191,82,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,68,牧野 憲伸,投手,Pitcher,1999.09.19,26,181,91,左,L,左,L,3/23 育成選手から支配下選手へ移行
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,69,三浦 瑞樹,投手,Pitcher,1999.09.02,26,174,81,左,L,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,70,近藤 廉,投手,Pitcher,1998.09.22,27,180,93,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,90,松山 晋也,投手,Pitcher,2000.06.23,25,188,92,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,91,メヒア,投手,Pitcher,1997.03.03,29,193,104,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,93,マラー,投手,Pitcher,1997.10.07,28,201,118,左,L,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,9,石伊 雄太,捕手,Catcher,2000.08.18,25,178,84,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,35,木下 拓哉,捕手,Catcher,1991.12.18,34,183,95,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,39,宇佐見 真吾,捕手,Catcher,1993.06.04,32,181,95,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,43,味谷 大誠,捕手,Catcher,2003.06.14,22,180,88,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,49,加藤 匠馬,捕手,Catcher,1992.04.29,34,175,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,58,石橋 康太,捕手,Catcher,2000.12.07,25,181,92,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,0,辻本 倫太郎,内野手,Infielder,2001.08.11,24,168,75,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,2,田中 幹也,内野手,Infielder,2000.11.28,25,166,68,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,3,高橋 周平,内野手,Infielder,1994.01.18,32,180,90,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,4,カリステ,内野手,Infielder,1992.02.03,34,184,87,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,5,村松 開人,内野手,Infielder,2001.01.06,25,172,80,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,7,福永 裕基,内野手,Infielder,1996.09.16,29,180,87,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,23,サノー,内野手,Infielder,1993.05.11,32,196,126,右,R,右,R,1/30 支配下選手登録
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,25,石川 昂弥,内野手,Infielder,2001.06.22,24,186,100,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,31,森 駿太,内野手,Infielder,2006.12.25,19,188,93,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,45,土田 龍空,内野手,Infielder,2002.12.30,23,180,80,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,48,阿部 寿樹,内野手,Infielder,1989.12.03,36,185,92,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,56,新保 茉良,内野手,Infielder,2003.11.29,22,183,76,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,60,山本 泰寛,内野手,Infielder,1993.10.10,32,176,76,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,63,板山 祐太郎,内野手,Infielder,1994.03.27,32,180,88,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,65,知野 直人,内野手,Infielder,1999.02.16,27,182,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,95,ロドリゲス,内野手,Infielder,2002.03.31,24,189,90,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,97,樋口 正修,内野手,Infielder,1998.11.17,27,177,76,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,00,尾田 剛樹,外野手,Outfielder,2000.08.03,25,175,77,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,1,岡林 勇希,外野手,Outfielder,2002.02.22,24,175,75,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,8,大島 洋平,外野手,Outfielder,1985.11.09,40,176,75,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,24,ボスラー,外野手,Outfielder,1993.09.06,32,186,98,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,42,ブライト 健太,外野手,Outfielder,1999.05.07,26,184,92,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,44,川越 誠司,外野手,Outfielder,1993.06.30,32,174,80,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,51,上林 誠知,外野手,Outfielder,1995.08.01,30,185,90,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,55,細川 成也,外野手,Outfielder,1998.08.04,27,179,98,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,57,花田 旭,外野手,Outfielder,2003.04.23,23,187,87,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,66,鵜飼 航丞,外野手,Outfielder,1999.05.30,26,183,100,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,registered,67,能戸 輝夢,外野手,Outfielder,2007.05.15,18,184,82,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,203,井上 剣也,投手,Pitcher,2006.12.20,19,178,82,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,204,森 博人,投手,Pitcher,1998.05.25,27,177,87,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,205,土生 翔太,投手,Pitcher,2001.03.10,25,180,93,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,211,梅津 晃大,投手,Pitcher,1996.10.24,29,189,100,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,213,森山 暁生,投手,Pitcher,2005.01.11,21,183,90,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,219,マルティネス,投手,Pitcher,2003.09.28,22,177,72,左,L,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,206,山浅 龍之介,捕手,Catcher,2004.04.21,22,175,85,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,215,日渡 騰輝,捕手,Catcher,2004.09.20,21,174,90,右,R,左,L,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,202,中村 奈一輝,内野手,Infielder,2006.08.16,19,184,76,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,207,津田 啓史,内野手,Infielder,2002.11.23,23,181,88,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,216,石川 大峨,内野手,Infielder,2007.08.01,18,187,92,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,218,川上 理偉,内野手,Infielder,2001.03.10,25,178,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,209,福元 悠真,外野手,Outfielder,1999.12.01,26,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,中日ドラゴンズ,d,development,217,三上 愛介,外野手,Outfielder,2004.06.14,21,173,75,右,R,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,11,齊藤 汰直,投手,Pitcher,2003.12.07,22,183,90,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,13,森浦 大輔,投手,Pitcher,1998.06.15,27,175,78,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,14,大瀬良 大地,投手,Pitcher,1991.06.17,34,188,94,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,16,森 翔平,投手,Pitcher,1998.01.01,28,177,86,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,17,常廣 羽也斗,投手,Pitcher,2001.09.18,24,180,82,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,18,森下 暢仁,投手,Pitcher,1997.08.25,28,181,81,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,19,床田 寛樹,投手,Pitcher,1995.03.01,31,181,94,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,20,栗林 良吏,投手,Pitcher,1996.07.09,29,177,88,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,21,中﨑 翔太,投手,Pitcher,1992.08.10,33,187,101,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,22,髙 太一,投手,Pitcher,2001.07.26,24,179,89,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,24,黒原 拓未,投手,Pitcher,1999.11.29,26,173,83,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,26,益田 武尚,投手,Pitcher,1998.10.06,27,174,86,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,28,佐藤 柳之介,投手,Pitcher,2002.11.01,23,179,88,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,29,ケムナ 誠,投手,Pitcher,1995.06.05,30,190,98,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,30,滝田 一希,投手,Pitcher,2001.12.28,24,183,89,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,34,高橋 昂也,投手,Pitcher,1998.09.27,27,182,91,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,35,工藤 泰己,投手,Pitcher,2003.09.29,22,175,87,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,36,塹江 敦哉,投手,Pitcher,1997.02.21,29,178,89,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,38,赤木 晴哉,投手,Pitcher,2003.10.05,22,191,86,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,39,長谷部 銀次,投手,Pitcher,1998.07.29,27,184,90,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,41,鈴木 健矢,投手,Pitcher,1997.12.11,28,176,80,右,R,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,42,ターノック,投手,Pitcher,1998.11.24,27,193,105,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,43,島内 颯太郎,投手,Pitcher,1996.10.14,29,180,84,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,45,松本 竜也,投手,Pitcher,1999.09.18,26,178,100,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,46,髙木 快大,投手,Pitcher,2004.03.19,22,180,80,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,47,斉藤 優汰,投手,Pitcher,2004.05.27,21,189,99,右,R,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,48,アドゥワ 誠,投手,Pitcher,1998.10.02,27,196,80,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,53,岡本 駿,投手,Pitcher,2002.06.12,23,186,89,右,R,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,65,玉村 昇悟,投手,Pitcher,2001.04.16,25,179,89,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,66,遠藤 淳志,投手,Pitcher,1999.04.08,27,186,90,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,67,菊地 ハルン,投手,Pitcher,2007.01.21,19,200,117,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,68,ハーン,投手,Pitcher,1994.08.30,31,198,118,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,70,日髙 暖己,投手,Pitcher,2004.09.16,21,183,75,右,R,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,98,辻 大雅,投手,Pitcher,2004.08.29,21,182,88,左,L,左,L,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,27,會澤 翼,捕手,Catcher,1988.04.13,38,175,95,右,R,右,R,
2026-05-01 18:26:46,Central,広島東洋カープ,c,registered,31,坂倉 将吾,捕手,Catcher,1998.05.29,27,177,91,右,R,左,L,
